Genes	CH01-06	CH01-14	CH01-22	CH01-38	CH03-04	CH03-15	CH03-33	CH05-01	CH05-06	CH05-07	CH05-09	CH05-14	CH05-21	CH05-29	CH07-04	CH07-06	CH07-08	CH07-11	CH07-24	CH09-02	CH09-13	CH09-28	CH10-08	CH10-11
M_mag.00g008680-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g008690-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M_mag.00g008700-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g008710-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	4
M_mag.00g008720-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g008730-v1.0.a1	0	0	0	0	1	0	2	4	0	2	1	0	3	0	1	3	0	0	0	0	0	3	2	0
M_mag.00g008740-v1.0.a1	1	2	2	0	0	0	1	7	2	1	1	3	0	0	2	0	0	1	2	2	0	1	2	0
M_mag.00g008750-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g008760-v1.0.a1	0	0	0	1	0	0	0	2	0	6	0	1	0	2	4	2	0	1	0	0	0	0	0	1
M_mag.00g008770-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	3
M_mag.00g008780-v1.0.a1	1	11	10	5	9	2	2	6	6	37	4	10	4	13	33	0	2	0	2	10	19	4	10	20
M_mag.00g008790-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M_mag.00g008800-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
M_mag.00g008810-v1.0.a1	17	37	25	29	14	8	4	23	14	250	27	50	6	43	58	2	4	35	15	52	12	15	30	30
M_mag.00g008820-v1.0.a1	1	1	0	0	0	0	0	2	0	1	1	0	0	0	2	0	0	0	1	3	0	0	0	0
M_mag.00g008830-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g008840-v1.0.a1	1	26	0	1	3	0	1	14	3	9	4	2	0	1	13	0	4	5	1	9	1	5	0	0
M_mag.00g008850-v1.0.a1	1	0	0	0	0	0	0	1	0	0	0	0	0	4	4	0	4	0	1	0	0	1	0	0
M_mag.00g008860-v1.0.a1	85	163	76	102	58	94	50	49	73	81	49	247	57	52	56	79	175	9	118	178	43	43	94	110
M_mag.00g008870-v1.0.a1	18	26	35	13	12	16	8	11	11	9	4	47	25	21	13	17	26	7	19	25	13	8	9	23
M_mag.00g008880-v1.0.a1	0	3	0	0	2	0	0	2	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	3
M_mag.00g008890-v1.0.a1	0	5	0	0	1	0	0	1	0	0	1	1	0	1	1	2	0	0	0	0	1	0	0	1
M_mag.00g008900-v1.0.a1	0	0	3	3	1	0	0	0	1	4	11	0	0	0	6	5	0	0	5	0	0	1	1	0
M_mag.00g008910-v1.0.a1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M_mag.00g008920-v1.0.a1	15	29	12	9	16	2	0	13	5	5	8	15	14	11	6	7	31	29	22	13	2	1	13	20
M_mag.00g008930-v1.0.a1	25	16	21	49	14	16	4	10	14	7	12	13	13	6	23	23	35	2	17	18	7	9	27	11
M_mag.00g008940-v1.0.a1	20	64	77	42	18	22	79	27	16	17	66	41	20	30	31	80	82	138	70	19	19	66	36	50
M_mag.00g008950-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g008960-v1.0.a1	3	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g008970-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0
M_mag.00g008980-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g008990-v1.0.a1	8	18	25	8	3	9	0	8	0	34	1	7	0	10	20	0	0	1	2	11	9	2	18	4
M_mag.00g009000-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g009010-v1.0.a1	4	18	6	0	0	6	0	1	0	1	2	3	0	12	9	0	7	0	2	4	2	0	2	2
M_mag.00g009020-v1.0.a1	13	26	3	10	5	3	7	0	9	5	1	4	7	1	12	0	11	0	6	0	1	0	7	5
M_mag.00g009030-v1.0.a1	0	0	6	13	0	7	5	6	1	7	5	7	6	0	0	4	1	3	0	1	4	0	3	0
M_mag.00g009040-v1.0.a1	8	1	7	15	10	19	1	3	1	12	8	12	26	4	1	3	18	2	12	0	0	0	14	1
M_mag.00g009050-v1.0.a1	1	23	2	26	1	0	2	16	4	12	11	14	7	15	16	2	28	1	9	11	14	2	5	2
M_mag.00g009060-v1.0.a1	29	37	10	53	25	26	19	25	17	13	18	5	14	16	15	22	87	25	38	9	6	28	38	22
M_mag.00g009070-v1.0.a1	1	0	0	8	1	0	4	8	0	0	0	0	0	0	1	18	3	0	4	0	0	3	0	0
M_mag.00g009080-v1.0.a1	0	0	0	0	7	1	11	2	0	0	0	0	0	2	0	27	7	2	6	0	0	3	0	0
M_mag.00g009090-v1.0.a1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0
M_mag.00g009100-v1.0.a1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g009110-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009120-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009130-v1.0.a1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M_mag.00g009140-v1.0.a1	0	0	0	5	0	0	0	2	0	4	1	0	0	0	0	0	0	0	0	0	0	4	0	1
M_mag.00g009150-v1.0.a1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009160-v1.0.a1	0	0	0	0	0	0	1	0	0	0	3	0	2	0	5	0	0	0	4	0	0	0	1	0
M_mag.00g009170-v1.0.a1	2	8	0	7	0	0	1	0	0	4	0	1	3	1	0	4	5	0	8	0	0	0	1	11
M_mag.00g009180-v1.0.a1	1	2	0	0	0	0	2	0	3	0	2	0	1	3	0	0	0	0	0	0	0	4	0	2
M_mag.00g009190-v1.0.a1	42	70	2	81	34	21	34	31	24	13	22	53	41	37	20	8	56	28	20	27	7	1	57	52
M_mag.00g009200-v1.0.a1	41	73	22	49	42	53	22	41	20	26	28	41	41	21	22	18	42	10	36	19	12	2	30	35
M_mag.00g009210-v1.0.a1	11	31	14	19	20	16	4	11	12	17	11	20	27	23	21	0	38	4	20	18	6	10	16	28
M_mag.00g009220-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009230-v1.0.a1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0
M_mag.00g009240-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
M_mag.00g009250-v1.0.a1	4	18	19	21	5	2	1	25	8	8	17	14	7	21	7	12	1	31	13	13	9	25	9	6
M_mag.00g009260-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M_mag.00g009270-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009280-v1.0.a1	0	1	0	0	0	2	0	9	2	0	3	1	1	2	1	0	0	0	1	0	0	0	0	0
M_mag.00g009290-v1.0.a1	409	754	128	553	418	148	224	304	321	207	188	287	353	231	251	332	341	305	333	380	217	73	278	313
M_mag.00g009300-v1.0.a1	1	0	0	4	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
M_mag.00g009310-v1.0.a1	2	0	0	0	3	0	0	1	3	7	0	4	4	2	0	0	2	0	7	6	3	0	7	0
M_mag.00g009320-v1.0.a1	3	9	0	1	6	0	0	0	0	0	2	2	5	1	0	2	0	0	0	1	0	0	0	0
M_mag.00g009330-v1.0.a1	67	195	67	124	78	38	25	99	94	151	55	100	73	107	193	53	75	39	76	96	43	51	77	99
M_mag.00g009340-v1.0.a1	0	2	6	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M_mag.00g009350-v1.0.a1	52	130	69	109	45	28	64	78	48	36	85	85	85	72	69	172	484	237	193	75	42	177	69	58
M_mag.00g009360-v1.0.a1	0	2	2	2	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	5	0	0
M_mag.00g009370-v1.0.a1	2	21	24	21	11	0	0	17	2	4	3	7	6	7	10	0	0	17	4	0	2	2	1	0
M_mag.00g009380-v1.0.a1	4	21	4	12	9	2	10	11	8	12	10	8	0	6	17	4	0	18	0	6	13	15	8	21
M_mag.00g009390-v1.0.a1	0	0	0	0	0	0	0	1	1	1	3	2	0	1	0	0	4	0	0	0	0	0	1	0
M_mag.00g009400-v1.0.a1	2	3	3	16	0	0	0	18	7	8	2	9	1	7	11	0	0	1	2	3	6	3	4	12
M_mag.00g009410-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
M_mag.00g009420-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0
M_mag.00g009430-v1.0.a1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009440-v1.0.a1	3	5	3	6	0	6	0	6	0	5	7	6	1	15	8	0	2	0	3	5	2	7	9	5
M_mag.00g009450-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009460-v1.0.a1	73	123	25	106	57	25	29	45	57	31	55	51	48	37	65	72	84	56	77	26	17	13	63	42
M_mag.00g009470-v1.0.a1	32	103	23	64	27	16	17	16	33	19	64	35	42	44	27	60	46	55	37	24	21	14	19	25
M_mag.00g009480-v1.0.a1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g009490-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M_mag.00g009500-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g009510-v1.0.a1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009520-v1.0.a1	420	685	323	811	373	402	576	351	350	265	480	512	312	538	298	519	1493	406	854	214	64	238	489	361
M_mag.00g009530-v1.0.a1	13	19	24	21	7	6	8	4	4	4	17	20	18	12	7	18	17	7	17	8	3	7	6	13
M_mag.00g009540-v1.0.a1	4	13	2	7	4	4	4	5	4	0	2	8	5	4	3	14	13	0	8	12	1	0	5	0
M_mag.00g009550-v1.0.a1	5	16	12	15	0	6	4	11	5	6	13	9	15	5	5	23	9	9	7	3	2	0	11	7
M_mag.00g009560-v1.0.a1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g009570-v1.0.a1	0	4	11	12	1	0	2	17	5	5	8	10	4	13	17	5	2	1	3	12	2	3	10	11
M_mag.00g009580-v1.0.a1	0	0	0	0	0	1	0	1	0	2	0	0	0	0	3	0	0	0	0	6	1	0	1	1
M_mag.00g009590-v1.0.a1	0	1	0	0	0	0	0	1	0	1	0	0	0	2	4	0	0	1	0	0	0	3	0	0
M_mag.00g009600-v1.0.a1	37	83	49	133	44	66	103	140	48	47	95	66	84	75	68	107	277	31	192	34	16	24	105	51
M_mag.00g009610-v1.0.a1	1729	3038	1122	3188	1990	1618	918	1068	1992	1693	1375	4218	2450	1355	769	907	3183	723	1254	688	278	449	3664	1669
M_mag.00g009620-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0
M_mag.00g009630-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	4	0	0	0	0	0	0	0
M_mag.00g009640-v1.0.a1	32	88	26	53	24	21	33	25	15	67	47	69	23	39	55	41	31	100	50	16	17	6	41	22
M_mag.00g009650-v1.0.a1	8	5	0	7	4	13	0	4	8	4	0	6	8	8	9	4	6	7	8	18	0	0	7	14
M_mag.00g009660-v1.0.a1	0	1	0	1	0	2	0	1	3	0	0	4	0	0	1	0	0	0	0	0	1	0	1	0
M_mag.00g009670-v1.0.a1	5	5	0	15	6	0	8	3	3	9	2	8	13	2	2	0	1	1	1	2	0	0	4	1
M_mag.00g009680-v1.0.a1	0	0	0	2	4	0	0	0	1	0	0	3	12	0	4	5	0	2	0	1	0	1	3	0
M_mag.00g009690-v1.0.a1	10	21	0	5	18	13	40	20	18	13	37	11	31	15	9	44	44	34	35	0	9	23	13	7
M_mag.00g009700-v1.0.a1	8	16	5	30	21	16	11	15	28	37	23	22	21	7	11	19	34	11	16	2	0	12	19	13
M_mag.00g009710-v1.0.a1	12	26	0	2	19	4	10	7	6	15	4	17	9	5	8	11	19	1	5	2	2	3	15	2
M_mag.00g009720-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	2	0	0	0	0	0	1	0	0
M_mag.00g009730-v1.0.a1	5	12	0	0	4	3	2	10	3	27	7	7	2	17	28	0	0	2	0	8	3	8	8	15
M_mag.00g009740-v1.0.a1	23	44	29	19	45	7	18	27	34	49	12	21	49	40	17	40	28	39	31	0	5	10	21	3
M_mag.00g009750-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g009760-v1.0.a1	0	0	0	0	0	0	1	0	5	0	0	7	2	0	2	0	0	0	1	0	0	0	1	0
M_mag.00g009770-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g009780-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	4	0	3	0	0	0	0	0
M_mag.00g009790-v1.0.a1	25	36	7	20	31	17	16	7	1	8	18	7	21	9	20	16	29	24	29	1	2	6	20	12
M_mag.00g009800-v1.0.a1	45	70	8	55	47	10	7	28	34	52	18	26	62	7	29	16	28	5	12	20	15	1	54	61
M_mag.00g009810-v1.0.a1	19	37	1	35	6	19	4	6	9	11	1	28	25	5	9	4	20	0	12	7	2	0	15	20
M_mag.00g009820-v1.0.a1	0	2	3	1	0	0	1	0	1	0	0	4	0	2	2	0	0	0	0	5	1	0	0	0
M_mag.00g009830-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M_mag.00g009840-v1.0.a1	0	3	0	0	0	0	0	0	0	2	0	0	0	5	3	0	0	0	0	0	0	0	4	0
M_mag.00g009850-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g009860-v1.0.a1	0	2	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0
M_mag.00g009870-v1.0.a1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009880-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009890-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009900-v1.0.a1	0	0	7	1	0	0	0	2	0	17	0	0	0	8	12	0	0	0	0	6	0	6	1	4
M_mag.00g009910-v1.0.a1	1	4	0	1	0	0	0	2	0	0	0	1	0	1	5	0	5	0	0	0	0	0	0	0
M_mag.00g009920-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009930-v1.0.a1	2	1	0	0	0	0	3	0	0	4	0	0	2	7	0	1	2	0	2	1	0	0	2	0
M_mag.00g009940-v1.0.a1	1	0	1	4	0	4	2	6	1	2	0	2	0	1	1	10	5	0	1	0	3	3	0	0
M_mag.00g009950-v1.0.a1	33	77	22	76	40	26	8	14	30	23	57	61	42	21	34	34	103	12	56	13	5	12	71	28
M_mag.00g009960-v1.0.a1	26	122	24	100	54	23	28	34	31	33	38	42	58	28	36	67	66	25	25	59	54	19	96	49
M_mag.00g009970-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009980-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g009990-v1.0.a1	88	106	31	54	41	50	35	15	62	30	50	46	70	47	29	30	88	24	73	8	5	9	67	50
M_mag.00g010000-v1.0.a1	65	151	112	162	67	44	78	76	85	81	71	112	87	146	64	152	231	33	158	38	10	47	127	57
M_mag.00g010010-v1.0.a1	149	200	86	172	107	72	47	79	85	43	60	131	108	61	56	24	180	32	88	73	28	36	137	57
M_mag.00g010020-v1.0.a1	33	94	2	62	34	22	36	22	42	30	14	48	37	26	20	14	62	36	32	39	11	16	53	20
M_mag.00g010030-v1.0.a1	85	137	49	47	71	32	34	31	56	13	49	71	60	50	38	41	126	25	62	69	30	12	85	67
M_mag.00g010040-v1.0.a1	0	2	0	0	0	0	0	2	0	2	0	2	0	1	1	0	0	0	0	0	0	0	2	0
M_mag.00g010050-v1.0.a1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	3	1	0	1	0
M_mag.00g010060-v1.0.a1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
M_mag.00g010070-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M_mag.00g010080-v1.0.a1	5	1	1	2	0	0	1	0	2	2	0	1	0	2	18	0	0	0	0	1	0	0	0	8
M_mag.00g010090-v1.0.a1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010100-v1.0.a1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	2	0	0	0	0	1	1
M_mag.00g010110-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010120-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010130-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M_mag.00g010140-v1.0.a1	1	1	6	1	2	2	1	7	1	19	0	3	1	7	11	0	0	0	0	10	17	0	6	6
M_mag.00g010150-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010160-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010170-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g010180-v1.0.a1	0	0	0	0	0	2	0	0	0	0	2	1	0	2	4	0	0	0	1	5	0	0	0	0
M_mag.00g010190-v1.0.a1	0	0	0	0	0	0	0	0	0	1	7	1	0	1	1	0	0	0	0	0	2	0	0	0
M_mag.00g010200-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g010210-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	0
M_mag.00g010220-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010230-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g010240-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
M_mag.00g010250-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g010260-v1.0.a1	14	27	7	42	20	10	4	6	4	7	18	15	4	11	9	28	29	13	22	6	1	7	23	12
M_mag.00g010270-v1.0.a1	6	36	5	8	7	16	1	8	10	3	7	9	19	17	12	3	7	12	11	3	2	1	22	8
M_mag.00g010280-v1.0.a1	4	6	0	2	3	0	0	15	0	4	2	5	0	18	14	5	3	1	1	1	1	1	1	0
M_mag.00g010290-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M_mag.00g010300-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
M_mag.00g010310-v1.0.a1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
M_mag.00g010320-v1.0.a1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g010330-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g010340-v1.0.a1	0	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	0	0	4	0	0	0	0	0
M_mag.00g010350-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g010360-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0
M_mag.00g010370-v1.0.a1	5	8	19	13	5	9	1	8	18	24	6	16	2	3	21	2	0	2	0	4	9	0	13	6
M_mag.00g010380-v1.0.a1	1	11	7	10	0	9	0	0	4	9	4	5	0	0	10	3	0	5	0	2	4	0	2	2
M_mag.00g010390-v1.0.a1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	6	0	0	0	0	0	0	0
M_mag.00g010400-v1.0.a1	22	34	11	111	61	93	22	5	37	4	16	24	19	32	19	27	124	232	17	9	4	72	4	5
M_mag.00g010410-v1.0.a1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M_mag.00g010420-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010430-v1.0.a1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
M_mag.00g010440-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	1	3	0	0	0	0	0	1	0
M_mag.00g010450-v1.0.a1	124	88	83	121	79	60	23	163	83	32	32	25	100	39	37	113	64	6	61	22	16	21	37	45
M_mag.00g010460-v1.0.a1	28	43	34	76	9	23	24	16	19	13	17	40	8	44	14	67	113	46	60	7	5	60	62	56
M_mag.00g010470-v1.0.a1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010480-v1.0.a1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	3	0	5
M_mag.00g010490-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0
M_mag.00g010500-v1.0.a1	1	0	0	3	2	0	0	2	0	0	0	0	0	0	4	0	1	0	2	1	0	1	0	0
M_mag.00g010510-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010520-v1.0.a1	3	8	11	0	0	0	0	4	2	10	6	10	2	9	19	0	3	14	0	10	11	10	1	4
M_mag.00g010530-v1.0.a1	7	56	8	5	0	15	6	2	0	14	18	1	4	9	10	1	1	0	18	8	0	23	3	2
M_mag.00g010540-v1.0.a1	7	4	0	8	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
M_mag.00g010550-v1.0.a1	5	4	0	1	0	0	1	0	4	3	5	2	2	2	1	5	1	0	3	0	3	0	4	5
M_mag.00g010560-v1.0.a1	378	581	329	510	302	200	298	321	271	234	271	366	277	312	240	447	678	202	416	261	47	141	366	287
M_mag.00g010570-v1.0.a1	0	0	0	1	0	0	0	2	1	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0
M_mag.00g010580-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0
M_mag.00g010590-v1.0.a1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0
M_mag.00g010600-v1.0.a1	0	2	0	0	0	0	0	0	0	8	4	0	0	0	2	0	1	0	0	0	5	0	0	0
M_mag.00g010610-v1.0.a1	5	32	5	13	2	11	0	13	4	39	28	22	1	42	96	1	6	20	17	34	27	12	24	20
M_mag.00g010620-v1.0.a1	0	0	0	0	0	0	0	3	0	0	0	1	0	1	15	0	0	0	0	0	0	0	0	0
M_mag.00g010630-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g010640-v1.0.a1	2	2	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	8
M_mag.00g010650-v1.0.a1	5	15	2	18	10	4	0	18	20	15	20	26	1	25	56	4	12	0	16	7	14	9	24	8
M_mag.00g010660-v1.0.a1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	1	1
M_mag.00g010670-v1.0.a1	0	0	0	4	0	0	1	0	0	0	0	1	0	0	3	0	6	0	4	0	0	0	2	0
M_mag.00g010680-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
M_mag.00g010690-v1.0.a1	0	10	0	1	0	2	1	4	0	1	1	0	0	1	5	1	0	0	0	1	1	0	0	3
M_mag.00g010700-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M_mag.00g010710-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g010720-v1.0.a1	0	2	0	0	0	0	0	0	0	0	1	0	0	5	1	1	0	0	0	0	0	0	0	0
M_mag.00g010730-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010740-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010750-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g010760-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
