Genes	CH01-06	CH01-14	CH01-22	CH01-38	CH03-04	CH03-15	CH03-33	CH05-01	CH05-06	CH05-07	CH05-09	CH05-14	CH05-21	CH05-29	CH07-04	CH07-06	CH07-08	CH07-11	CH07-24	CH09-02	CH09-13	CH09-28	CH10-08	CH10-11
M_mag.00g193320-v1.0.a1	1	5	0	7	12	0	0	4	6	6	0	2	3	1	0	1	5	0	7	2	0	2	4	13
M_mag.00g193330-v1.0.a1	4	0	1	7	2	7	33	11	1	2	1	2	0	10	0	23	17	4	22	8	0	23	5	0
M_mag.00g193340-v1.0.a1	4	2	0	1	0	0	1	1	1	0	1	1	3	1	0	1	6	8	1	1	1	9	3	3
M_mag.00g193350-v1.0.a1	33	75	10	37	28	11	22	13	13	8	20	28	28	24	17	20	52	65	21	17	10	13	25	28
M_mag.00g193360-v1.0.a1	20	61	54	89	28	35	42	27	36	65	52	62	25	47	27	68	66	40	83	23	12	36	54	32
M_mag.00g193370-v1.0.a1	38	106	26	112	20	16	33	31	28	83	42	41	40	31	42	54	60	20	58	33	19	1	38	57
M_mag.00g193380-v1.0.a1	50	95	16	61	30	48	13	43	41	32	33	55	52	37	24	55	93	34	46	23	8	8	55	78
M_mag.00g193390-v1.0.a1	68	98	37	68	75	40	25	30	58	22	30	43	61	32	29	48	72	36	68	37	23	0	68	65
M_mag.00g193400-v1.0.a1	21	80	15	41	19	16	46	5	6	0	34	33	27	7	10	31	49	22	41	9	6	5	45	31
M_mag.00g193410-v1.0.a1	21	72	7	28	23	11	9	9	4	7	15	31	18	9	5	19	19	5	32	14	1	3	20	27
M_mag.00g193420-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M_mag.00g193430-v1.0.a1	0	0	0	2	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g193440-v1.0.a1	0	10	0	30	3	0	0	5	0	0	9	0	0	3	0	2	8	10	3	1	0	0	0	6
M_mag.00g193450-v1.0.a1	73	149	132	247	120	144	151	74	92	50	126	131	172	93	84	103	274	106	196	56	32	155	102	90
M_mag.00g193460-v1.0.a1	46	74	32	51	45	27	16	18	38	23	21	54	34	32	18	53	70	23	36	13	3	15	37	40
M_mag.00g193470-v1.0.a1	76	94	28	71	47	46	29	33	31	27	38	79	35	49	28	86	123	56	82	9	10	38	69	62
M_mag.00g193480-v1.0.a1	40	95	30	83	45	12	25	50	26	20	42	51	41	29	28	49	87	17	25	38	20	11	54	30
M_mag.00g193490-v1.0.a1	0	5	2	9	0	0	0	5	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g193500-v1.0.a1	8	18	0	15	9	6	11	3	4	3	15	0	3	11	13	6	13	3	24	3	2	4	5	10
M_mag.00g193510-v1.0.a1	9	17	1	4	1	15	2	0	4	0	4	5	4	4	1	2	22	1	0	1	0	0	6	8
M_mag.00g193520-v1.0.a1	13	8	8	9	1	0	1	5	2	9	3	14	5	5	13	4	2	0	8	12	3	7	4	4
M_mag.00g193530-v1.0.a1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g193540-v1.0.a1	35	57	33	81	41	22	37	34	21	29	56	75	107	18	30	24	43	26	16	18	6	4	26	21
M_mag.00g193550-v1.0.a1	8	39	19	23	4	8	4	19	7	28	9	9	1	6	19	3	2	5	6	1	9	4	3	17
M_mag.00g193560-v1.0.a1	62	143	62	127	81	30	40	55	45	36	61	51	50	33	45	33	99	43	95	51	8	11	143	81
M_mag.00g193570-v1.0.a1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	1	0	0	0
M_mag.00g193580-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
M_mag.00g193590-v1.0.a1	7	43	12	36	6	17	0	18	5	46	27	28	21	22	65	9	13	16	13	22	10	40	14	14
M_mag.00g193600-v1.0.a1	0	5	0	0	0	1	0	0	0	0	0	8	1	1	0	0	0	0	0	5	1	3	1	3
M_mag.00g193610-v1.0.a1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g193620-v1.0.a1	5	5	0	12	3	0	4	1	0	13	2	5	9	3	15	0	3	0	0	0	5	0	3	4
M_mag.00g193630-v1.0.a1	4	30	7	31	33	13	12	8	10	23	20	15	31	20	9	12	38	16	78	0	0	9	15	5
M_mag.00g193640-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
M_mag.00g193650-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	2	1
M_mag.00g193660-v1.0.a1	11	54	38	26	10	19	3	39	27	57	8	48	0	3	98	10	9	2	15	22	45	3	34	38
M_mag.00g193670-v1.0.a1	220	433	124	327	256	172	202	183	166	161	372	223	199	147	140	366	408	261	469	185	114	271	287	135
M_mag.00g193680-v1.0.a1	5	46	13	14	19	7	15	5	9	10	24	19	21	5	14	15	36	4	25	13	5	2	22	19
M_mag.00g193690-v1.0.a1	2	6	1	13	7	9	4	8	7	12	10	9	6	2	5	4	7	3	4	0	1	3	7	6
M_mag.00g193700-v1.0.a1	0	5	1	2	3	2	0	2	3	0	3	1	2	0	4	2	4	0	8	0	0	0	0	0
M_mag.00g193710-v1.0.a1	2	9	0	5	3	3	0	0	0	2	9	3	7	6	3	2	1	7	6	2	1	0	4	1
M_mag.00g193720-v1.0.a1	37	47	18	60	34	47	24	9	15	29	26	37	30	24	22	33	143	30	43	8	11	5	30	31
M_mag.00g193730-v1.0.a1	4	5	2	7	5	2	5	3	0	4	4	14	7	4	5	2	23	3	4	0	4	0	5	2
M_mag.00g193740-v1.0.a1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	2
M_mag.00g193750-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M_mag.00g193760-v1.0.a1	0	2	0	0	1	0	0	0	2	8	0	1	0	0	1	1	1	0	0	0	1	0	0	0
M_mag.00g193770-v1.0.a1	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	3	0	0	0	0	0
M_mag.00g193780-v1.0.a1	0	2	0	1	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	2	0	0	0
M_mag.00g193790-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
M_mag.00g193800-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g193810-v1.0.a1	26	56	28	68	35	29	24	3	5	15	9	30	35	29	10	31	119	15	33	11	2	0	69	21
M_mag.00g193820-v1.0.a1	104	221	56	211	148	82	119	40	62	40	38	133	42	115	54	197	258	166	202	69	19	308	60	46
M_mag.00g193830-v1.0.a1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0
M_mag.00g193840-v1.0.a1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g193850-v1.0.a1	10	19	7	15	3	12	6	1	9	3	18	28	5	8	8	12	53	25	24	1	3	2	15	12
M_mag.00g193860-v1.0.a1	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	2	0	0
M_mag.00g193870-v1.0.a1	88	141	83	219	111	75	36	45	50	68	62	85	80	60	74	39	181	58	86	30	25	4	94	67
M_mag.00g193880-v1.0.a1	24	31	45	59	60	23	22	25	30	31	46	29	36	20	41	6	51	17	34	17	12	5	56	15
M_mag.00g193890-v1.0.a1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5
M_mag.00g193900-v1.0.a1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0
M_mag.00g193910-v1.0.a1	1	71	17	2	19	14	9	8	5	5	0	28	4	6	12	17	34	1	22	21	1	8	14	16
M_mag.00g193920-v1.0.a1	1	20	4	6	7	0	2	1	3	2	5	10	7	2	4	20	5	5	2	1	4	2	11	7
M_mag.00g193930-v1.0.a1	8	0	6	3	12	0	3	0	1	5	1	9	6	0	5	5	2	0	0	5	3	0	4	3
M_mag.00g193940-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g193950-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g193960-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
M_mag.00g193970-v1.0.a1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g193980-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
M_mag.00g193990-v1.0.a1	13	44	9	20	13	2	1	35	18	119	21	40	5	61	142	5	9	25	9	12	46	12	34	42
M_mag.00g194000-v1.0.a1	4	11	0	1	0	0	5	11	2	1	16	8	1	9	2	0	3	4	2	4	4	8	3	6
M_mag.00g194010-v1.0.a1	0	0	2	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g194020-v1.0.a1	1	0	0	3	0	2	4	1	1	1	0	1	0	1	3	0	1	0	0	0	0	0	3	3
M_mag.00g194030-v1.0.a1	6	48	0	10	17	14	12	18	28	21	7	18	25	11	14	12	28	2	40	11	1	10	19	10
M_mag.00g194040-v1.0.a1	0	5	2	0	0	0	0	4	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g194050-v1.0.a1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M_mag.00g194060-v1.0.a1	1	23	2	10	5	0	0	7	0	2	7	6	5	4	6	8	1	26	18	0	5	0	2	0
M_mag.00g194070-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
M_mag.00g194080-v1.0.a1	6	28	7	66	9	12	21	4	5	8	6	13	10	11	9	11	44	32	26	0	6	6	15	4
M_mag.00g194090-v1.0.a1	4	5	16	60	10	14	15	12	5	0	21	15	15	28	14	8	63	12	18	5	0	5	9	12
M_mag.00g194100-v1.0.a1	36	84	69	99	31	25	306	92	18	130	74	33	24	48	38	307	136	284	125	67	23	142	56	38
M_mag.00g194110-v1.0.a1	2	10	0	0	0	0	0	0	1	1	0	1	0	1	3	2	0	0	0	1	4	0	3	4
M_mag.00g194120-v1.0.a1	0	0	0	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g194130-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
M_mag.00g194140-v1.0.a1	0	0	2	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0	2
M_mag.00g194150-v1.0.a1	234	454	126	306	201	161	117	140	150	106	170	378	228	179	214	234	559	146	221	250	64	89	294	244
M_mag.00g194160-v1.0.a1	104	427	99	172	137	96	46	55	78	155	109	196	107	85	213	43	233	71	89	64	56	42	221	124
M_mag.00g194170-v1.0.a1	13	47	2	44	6	23	33	24	12	4	22	6	16	8	20	58	147	22	107	9	9	17	6	0
M_mag.00g194180-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
M_mag.00g194190-v1.0.a1	13	8	0	44	7	2	5	3	6	11	11	5	9	6	5	2	15	5	12	9	1	3	8	2
M_mag.00g194200-v1.0.a1	4	8	3	2	2	6	2	16	1	21	16	16	0	28	26	0	2	12	0	11	3	8	13	7
M_mag.00g194210-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g194220-v1.0.a1	0	0	2	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
M_mag.00g194230-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g194240-v1.0.a1	0	3	0	0	0	2	0	1	0	2	0	0	0	0	7	0	0	1	0	0	0	0	2	5
M_mag.00g194250-v1.0.a1	0	8	0	1	0	0	2	0	1	1	0	0	1	1	4	1	1	0	0	0	0	2	0	0
M_mag.00g194260-v1.0.a1	4	7	15	9	4	0	2	5	6	12	1	12	1	10	11	3	12	3	7	7	0	0	16	6
M_mag.00g194270-v1.0.a1	5	6	4	7	1	3	0	6	11	3	15	4	2	12	3	6	20	6	2	1	8	3	3	2
M_mag.00g194280-v1.0.a1	13	4	0	8	7	7	5	0	7	14	3	4	4	12	5	15	17	8	15	0	1	3	19	4
M_mag.00g194290-v1.0.a1	0	1	1	0	0	1	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g194300-v1.0.a1	7	8	3	4	2	6	0	2	0	9	6	3	3	3	0	0	4	8	0	0	0	0	2	1
M_mag.00g194310-v1.0.a1	4	0	5	0	4	1	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	5	2
M_mag.00g194320-v1.0.a1	8	2	0	0	0	0	1	1	3	7	2	3	1	5	4	0	2	0	3	6	7	10	6	10
M_mag.00g194330-v1.0.a1	1	9	1	0	5	1	0	2	0	5	2	3	0	0	8	8	0	1	5	1	8	1	14	12
M_mag.00g194340-v1.0.a1	45	144	29	52	23	31	36	14	34	12	20	73	78	29	12	33	94	31	65	55	7	20	61	45
M_mag.00g194350-v1.0.a1	1	5	3	4	0	1	24	0	0	0	1	0	1	3	1	26	5	10	6	0	0	23	16	0
M_mag.00g194360-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g194370-v1.0.a1	0	2	3	1	0	1	0	3	0	4	6	5	0	1	9	0	0	0	0	2	4	0	0	0
M_mag.00g194380-v1.0.a1	19	21	17	10	26	20	0	23	22	122	11	50	3	66	118	3	8	14	2	24	16	8	31	58
M_mag.00g194390-v1.0.a1	25	46	25	21	24	31	4	42	24	97	24	60	1	41	119	11	29	10	21	22	27	28	27	32
M_mag.00g194400-v1.0.a1	0	10	0	0	1	8	0	0	0	0	3	0	0	0	1	0	3	2	2	1	2	3	0	0
M_mag.00g194410-v1.0.a1	4	18	3	14	0	11	3	12	4	24	5	10	0	4	4	0	1	5	0	3	13	2	1	4
M_mag.00g194420-v1.0.a1	1192	1781	660	1806	787	713	405	424	542	515	996	830	992	387	551	381	1019	231	640	98	53	87	1242	765
M_mag.00g194430-v1.0.a1	0	15	0	3	1	3	0	6	1	16	5	4	0	1	12	1	1	3	5	10	2	5	6	4
M_mag.00g194440-v1.0.a1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
M_mag.00g194450-v1.0.a1	5	11	10	14	9	16	16	0	1	1	25	1	9	16	8	20	15	66	24	24	13	11	3	1
M_mag.00g194460-v1.0.a1	73	112	89	109	69	103	146	72	51	122	163	88	111	67	42	247	253	525	157	89	93	97	112	83
M_mag.00g194470-v1.0.a1	0	3	5	6	5	6	0	0	1	2	0	1	4	0	0	4	2	3	0	7	0	3	3	3
M_mag.00g194480-v1.0.a1	37	82	41	109	51	34	14	25	34	27	30	81	38	27	26	41	110	9	27	46	14	5	45	28
M_mag.00g194490-v1.0.a1	11	47	10	23	21	11	10	5	6	7	6	6	14	11	10	14	71	6	18	9	0	16	18	10
M_mag.00g194500-v1.0.a1	4	12	19	11	11	5	6	9	3	7	11	4	5	8	7	3	9	0	7	0	0	9	1	17
M_mag.00g194510-v1.0.a1	9	45	20	16	4	15	2	27	7	43	14	24	8	32	61	2	2	7	11	20	43	11	12	21
M_mag.00g194520-v1.0.a1	45	101	11	73	57	35	80	41	23	9	50	52	45	26	41	98	59	143	55	44	18	44	63	86
M_mag.00g194530-v1.0.a1	46	150	29	59	36	35	25	37	32	84	73	56	46	39	86	33	60	25	74	20	14	4	96	66
M_mag.00g194540-v1.0.a1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
M_mag.00g194550-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M_mag.00g194560-v1.0.a1	0	0	3	0	1	0	0	0	1	3	4	0	0	0	0	0	0	1	309	2	0	3	0	0
M_mag.00g194570-v1.0.a1	4	10	0	2	0	2	0	3	0	8	0	7	4	0	0	7	0	0	166	10	2	0	0	2
M_mag.00g194580-v1.0.a1	6	2	0	1	2	6	0	6	4	5	0	12	2	1	1	8	1	0	32	10	0	0	5	4
M_mag.00g194590-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0
M_mag.00g194600-v1.0.a1	0	3	0	3	0	0	0	2	1	0	0	0	0	3	0	0	2	0	3	0	0	0	3	3
M_mag.00g194610-v1.0.a1	4	15	24	1	7	2	3	13	2	22	8	14	0	16	21	1	2	7	7	10	4	3	5	10
M_mag.00g194620-v1.0.a1	3	25	10	8	4	6	0	0	6	3	4	3	0	8	2	5	19	1	3	2	1	0	4	0
M_mag.00g194630-v1.0.a1	18	49	24	30	24	15	4	24	17	57	16	41	9	26	46	1	6	1	12	12	9	5	19	37
M_mag.00g194640-v1.0.a1	94	190	147	182	66	93	98	97	64	136	216	147	133	147	194	230	225	606	227	139	132	158	108	107
M_mag.00g194650-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g194660-v1.0.a1	5	36	14	16	3	7	39	11	7	47	18	14	8	27	26	87	15	130	38	7	7	15	10	23
M_mag.00g194670-v1.0.a1	0	3	0	5	1	10	0	0	1	0	0	1	1	2	4	0	0	4	4	6	0	0	3	0
M_mag.00g194680-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	0	0	0	2	0	0	0
M_mag.00g194690-v1.0.a1	0	6	5	8	1	2	0	2	6	6	3	4	0	2	5	0	0	7	0	5	4	0	2	2
M_mag.00g194700-v1.0.a1	1	7	0	5	0	0	0	4	4	14	0	4	0	0	9	0	0	0	0	3	3	0	0	0
M_mag.00g194710-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g194720-v1.0.a1	12	1	3	3	21	2	0	7	1	22	0	13	0	8	17	0	0	0	0	3	10	1	6	0
M_mag.00g194730-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
M_mag.00g194740-v1.0.a1	616	1283	818	1130	817	914	814	773	417	1614	988	3291	1131	883	424	2076	2826	621	1229	949	134	1043	1583	929
M_mag.00g194750-v1.0.a1	300	687	541	777	409	435	562	478	318	1084	528	1868	544	632	320	1253	1545	461	718	546	99	536	902	572
M_mag.00g194760-v1.0.a1	63	312	94	206	78	157	92	30	89	125	145	148	115	40	101	36	189	117	78	53	27	43	47	105
M_mag.00g194770-v1.0.a1	7	21	9	25	1	5	6	1	3	11	6	4	14	3	16	20	18	14	17	0	0	2	13	4
M_mag.00g194780-v1.0.a1	65	95	9	63	45	11	36	10	32	43	59	36	64	28	16	31	44	61	26	46	15	25	27	49
M_mag.00g194790-v1.0.a1	128	198	48	98	119	62	89	110	67	51	76	76	84	21	98	128	181	90	45	35	32	60	85	112
M_mag.00g194800-v1.0.a1	247	436	92	236	171	140	148	175	137	68	138	236	155	72	190	213	368	165	170	90	73	105	184	196
M_mag.00g194810-v1.0.a1	26	73	44	74	46	30	76	47	21	16	30	51	46	23	24	16	95	22	50	39	7	34	40	16
M_mag.00g194820-v1.0.a1	222	647	64	279	181	62	138	99	153	54	176	601	929	62	103	111	145	148	72	104	95	32	100	659
M_mag.00g194830-v1.0.a1	30	75	27	87	36	20	23	30	31	14	19	66	20	29	29	40	23	27	19	30	10	7	56	30
M_mag.00g194840-v1.0.a1	17	32	14	5	19	5	10	5	12	13	14	21	11	7	9	24	14	22	26	16	2	4	12	13
M_mag.00g194850-v1.0.a1	3	20	11	46	9	13	18	16	8	18	14	10	2	15	15	36	19	34	31	16	7	16	7	8
M_mag.00g194860-v1.0.a1	0	0	0	0	2	0	0	0	0	0	3	0	0	1	1	1	0	4	0	1	0	0	0	0
M_mag.00g194870-v1.0.a1	0	0	0	0	0	0	0	0	0	4	0	2	1	0	1	0	0	0	0	1	0	0	1	0
M_mag.00g194880-v1.0.a1	0	0	0	0	0	0	0	0	0	0	8	6	0	3	5	0	2	0	0	0	0	4	0	0
M_mag.00g194890-v1.0.a1	0	1	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	4	0	2	0	0	5	0
M_mag.00g194900-v1.0.a1	0	0	0	2	4	0	0	12	1	14	0	9	0	3	19	6	2	2	10	2	9	6	0	3
M_mag.00g194910-v1.0.a1	0	0	0	0	0	3	0	6	0	1	0	0	0	1	0	7	1	0	0	0	0	2	1	5
M_mag.00g194920-v1.0.a1	186	486	264	237	247	165	152	271	165	419	188	425	161	314	401	150	517	178	197	240	116	121	294	262
M_mag.00g194930-v1.0.a1	25	111	27	47	38	18	18	28	29	72	30	56	24	54	91	19	32	34	28	24	29	22	55	48
M_mag.00g194940-v1.0.a1	6	5	8	12	14	2	4	3	10	2	3	4	5	0	0	8	21	4	5	1	0	5	8	5
M_mag.00g194950-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
M_mag.00g194960-v1.0.a1	441	767	218	783	652	281	171	241	430	242	435	396	415	324	257	297	647	142	329	152	75	44	549	351
M_mag.00g194970-v1.0.a1	75	125	39	121	61	76	40	22	46	32	80	51	85	33	41	136	137	112	95	42	9	36	49	59
M_mag.00g194980-v1.0.a1	0	4	5	1	3	5	3	0	0	2	2	0	4	1	2	3	8	0	4	0	0	0	5	7
M_mag.00g194990-v1.0.a1	6	8	0	8	5	13	3	0	0	0	10	3	1	2	4	2	8	16	7	2	2	6	3	0
M_mag.00g195000-v1.0.a1	29	63	33	34	33	22	13	23	12	62	44	37	11	72	53	35	40	30	42	0	15	61	24	21
M_mag.00g195010-v1.0.a1	27	60	18	28	25	33	27	5	21	27	32	26	20	20	29	40	85	80	33	6	10	26	41	22
M_mag.00g195020-v1.0.a1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M_mag.00g195030-v1.0.a1	4	2	0	6	2	1	0	6	2	3	0	1	0	0	8	3	0	4	0	0	5	0	0	1
M_mag.00g195040-v1.0.a1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0
M_mag.00g195050-v1.0.a1	1	2	5	6	2	4	19	3	0	3	9	6	5	7	4	8	12	1	3	4	0	21	4	1
M_mag.00g195060-v1.0.a1	0	5	16	4	1	11	5	0	1	2	4	11	1	1	4	11	38	15	19	0	7	7	15	4
M_mag.00g195070-v1.0.a1	0	4	0	4	0	1	9	2	0	0	1	11	3	0	3	2	23	7	7	1	0	10	4	2
M_mag.00g195080-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195090-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195100-v1.0.a1	1	3	29	4	3	4	0	32	8	37	12	10	7	12	24	0	2	9	1	12	8	0	12	23
M_mag.00g195110-v1.0.a1	23	80	25	44	23	13	25	22	26	20	34	18	10	17	21	25	44	16	25	19	6	1	38	34
M_mag.00g195120-v1.0.a1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
M_mag.00g195130-v1.0.a1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
M_mag.00g195140-v1.0.a1	16	76	60	74	15	66	53	24	19	81	85	54	22	34	73	91	73	254	100	40	52	165	53	32
M_mag.00g195150-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g195160-v1.0.a1	0	0	0	3	4	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M_mag.00g195170-v1.0.a1	5	7	1	14	9	2	1	5	4	29	6	8	0	1	32	16	3	13	9	11	7	3	12	2
M_mag.00g195180-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
M_mag.00g195190-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3
M_mag.00g195200-v1.0.a1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M_mag.00g195210-v1.0.a1	1	0	5	0	2	0	0	0	0	2	2	2	0	1	3	0	0	0	0	0	0	0	0	0
M_mag.00g195220-v1.0.a1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	2	0
M_mag.00g195230-v1.0.a1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0
M_mag.00g195240-v1.0.a1	14	15	2	19	18	23	9	1	4	23	13	7	15	17	13	1	10	5	11	3	1	6	15	11
M_mag.00g195250-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g195260-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M_mag.00g195270-v1.0.a1	42	70	36	68	56	49	17	46	31	66	32	85	57	45	106	50	84	9	45	60	25	22	63	57
M_mag.00g195280-v1.0.a1	4	18	13	12	5	5	1	10	4	17	19	5	0	11	5	6	10	44	6	1	14	7	11	1
M_mag.00g195290-v1.0.a1	0	12	2	6	0	2	4	1	0	2	6	6	0	4	1	0	0	0	0	3	4	6	0	2
M_mag.00g195300-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195310-v1.0.a1	0	0	0	0	0	0	0	0	2	0	5	4	0	0	0	0	0	2	0	0	0	0	0	0
M_mag.00g195320-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
M_mag.00g195330-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g195340-v1.0.a1	0	0	1	6	0	3	0	0	2	0	0	4	0	0	6	0	0	0	0	0	0	0	0	1
M_mag.00g195350-v1.0.a1	0	1	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g195360-v1.0.a1	2	0	0	0	0	0	0	2	3	6	2	3	0	9	20	2	4	0	0	6	3	0	0	11
M_mag.00g195370-v1.0.a1	0	0	0	0	0	0	0	0	0	0	5	0	0	1	3	0	0	0	1	2	1	1	0	0
M_mag.00g195380-v1.0.a1	22	39	3	16	7	0	3	6	19	30	13	37	5	8	20	0	16	7	12	5	17	3	19	27
M_mag.00g195390-v1.0.a1	5	16	7	26	22	8	5	7	4	38	7	6	1	9	28	1	0	15	7	3	2	25	11	10
M_mag.00g195400-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
